Rndrng_NPI,Rndrng_Prvdr_Type,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Gndr,Tot_HCPCS_Cds,Bene_Male_Cnt,Bene_Avg_Age,Tot_Srvcs,Tot_Benes,Bene_Avg_Risk_Scre,Tot_Sbmtd_Chrg,Tot_Mdcr_Pymt_Amt,year,Fraud
1720537061,Physician Assistant,ND,F,16,34.0,76,228.0,80,1.5987,33249.6,12764.39,2017,0
1275530321,Physical Therapist in Private Practice,CO,F,6,82.0,72,1687.0,35,0.8217,110565.0,38883.54,2019,0
1437550415,"Psychologist, Clinical",NM,M,3,25.0,71,383.0,52,1.3014,75279.62,24927.91,2016,0
1164466876,General Practice,PR,M,6,15.0,71,78.0,27,1.8122,8433.0,5935.77,2019,0
1245795343,Physician Assistant,MI,M,15,22.0,70,66.0,57,1.9828,10004.0,3625.79,2019,0
1477828382,Physician Assistant,MA,M,26,99.0,72,1018.0,259,0.9744,106732.0,29234.22,2018,0
1154461978,Internal Medicine,IL,M,8,82.0,77,58.0,28,1.9317,7405.0,3737.43,2017,0
1144382334,Family Practice,UT,F,54,77.0,71,629.0,237,1.0783,45904.7,18600.98,2017,0
1184994857,Emergency Medicine,AZ,M,27,170.0,73,466.0,375,2.179,157004.0,38288.21,2019,0
1588687933,Otolaryngology,FL,M,16,36.0,73,196.0,97,1.5723,46665.0,13209.3,2017,0
1275600223,Internal Medicine,IL,F,22,23.0,71,241.0,88,1.4586,47217.86,15668.58,2016,0
1841382967,"Psychologist, Clinical",TN,F,3,82.0,76,75.0,20,3.0234,7165.0,3569.1,2016,0
1285692780,Psychiatry,UT,M,9,24.0,60,453.0,76,1.1884,195912.91,38176.33,2016,0
1639160393,Orthopedic Surgery,NC,M,84,108.0,71,4477.0,381,0.9725,311570.94,75909.95,2019,0
1326051913,Infectious Disease,CT,M,25,253.0,75,1742.0,496,2.6674,329787.0,113384.93,2018,0
1841356888,Podiatry,CA,M,59,390.0,79,27063.0,868,3.0865,23235575.0,1434611.38,2016,0
1316930886,Physician Assistant,FL,F,5,85.0,76,212.0,198,1.3738,48741.0,14969.75,2018,0
1467788083,Family Practice,OH,M,45,153.0,66,721.0,448,1.256,140109.53,31059.9,2019,0
1245545508,Hematology-Oncology,WV,M,18,108.0,69,723.0,236,1.8532,98826.94,66947.58,2016,0
1306078944,Anesthesiology,NY,M,26,44.0,71,137.0,107,1.7013,426455.0,40428.03,2019,0
1932383932,Neurology,OH,M,11,27.0,55,83.0,73,1.6589,30928.0,4947.14,2016,0
1043243595,Physical Medicine and Rehabilitation,TX,F,8,141.0,73,1357.0,319,2.6799,126290.0,59788.91,2016,0
1750598520,Anesthesiology,UT,M,31,20.0,71,86.0,55,1.6033,139810.0,11775.57,2018,0
1023125887,General Surgery,AK,M,52,124.0,70,466.0,270,1.4401,380858.0,43005.99,2017,0
1609309996,Physical Therapist in Private Practice,NY,F,11,49.0,71,4133.0,118,1.1464,420080.0,96389.81,2018,0
1952405193,Diagnostic Radiology,OH,F,26,82.0,71,1601.0,745,0.9444,227428.57,52505.07,2019,0
1417907759,Sleep Medicine,AZ,M,11,216.0,71,508.0,379,1.0416,179244.0,58746.43,2018,0
1346236692,Podiatry,OH,M,85,165.0,73,1833.0,363,2.1913,338659.95,149958.15,2019,0
1003886334,Orthopedic Surgery,CO,M,64,56.0,78,600.0,121,1.4037,228356.96,85873.28,2019,0
1881768547,Obstetrics & Gynecology,NM,F,15,0.0,71,65.0,44,0.8486,8419.0,2508.47,2018,0
1639368939,Diagnostic Radiology,TX,M,79,1354.0,74,4444.0,3361,2.1901,1376794.0,176671.94,2016,0
1982667507,Radiation Oncology,KS,M,31,49.0,75,2175.0,84,1.6146,1076875.0,335071.91,2016,0
1316098601,Chiropractic,KY,M,1,47.0,74,1298.0,110,0.9695,46792.9,32316.22,2019,0
1164879920,Audiologist,FL,F,3,179.0,78,775.0,375,1.1464,51968.0,15133.38,2019,0
1265481212,Optometry,MN,M,16,177.0,75,845.0,437,1.042,101098.0,44399.61,2017,0
1437137197,Surgical Oncology,NV,M,89,108.0,72,503.0,206,1.9571,245877.0,73297.05,2019,0
1477794998,Certified Registered Nurse Anesthetist (CRNA),NY,M,44,88.0,67,219.0,215,1.454,255091.0,41073.08,2018,0
1679794770,Internal Medicine,AZ,F,10,16.0,72,195.0,59,0.6596,43893.01,18253.1,2018,0
1821226135,Chiropractic,NY,M,1,15.0,71,290.0,52,0.8146,29000.0,6750.99,2016,0
1588655260,Optometry,PA,M,19,337.0,75,1945.0,886,1.1691,219805.0,107244.95,2019,0
1811145972,Dermatology,NY,F,27,89.0,74,1016.0,236,1.2249,183488.62,63088.53,2019,0
1427077809,Anesthesiology,AL,M,67,153.0,67,318.0,304,1.9954,448988.0,33267.12,2018,0
1750356655,Anesthesiology,MI,M,43,44.0,70,120.0,91,1.935,94348.14,10356.21,2018,0
1578572152,Physician Assistant,TX,M,53,154.0,71,2825.0,349,1.2181,293988.35,83782.63,2017,0
1023314812,Nurse Practitioner,MI,F,4,30.0,69,72.0,62,1.263,11477.0,4451.5,2016,0
1104967587,Certified Registered Nurse Anesthetist (CRNA),TX,M,21,51.0,73,148.0,143,1.5007,110867.0,11207.36,2016,0
1043356710,Emergency Medicine,MI,M,8,31.0,67,82.0,75,1.3907,26695.0,6912.14,2017,0
1467442285,Interventional Cardiology,PA,M,87,673.0,68,5676.0,1553,2.54,2515012.0,1147267.1,2017,0
1447229067,Anesthesiology,TX,F,8,82.0,75,49.0,16,1.5224,8915.0,1842.45,2018,0
1144660069,Anesthesiology,TX,F,58,73.0,71,203.0,139,2.0611,392574.2,19853.58,2019,0
1861586174,Pediatric Medicine,NY,F,7,82.0,55,55.0,17,0.8588,8350.55,2354.44,2019,0
1750685426,Nurse Practitioner,VA,F,8,318.0,71,835.0,662,3.6883,143692.0,33001.33,2016,0
1083772511,Cardiology,IL,F,35,615.0,72,1937.0,1234,2.2345,1073008.0,120515.84,2018,0
1093057176,Internal Medicine,MD,M,12,54.0,72,249.0,135,3.0613,45997.0,17816.37,2016,0
1235530981,Nurse Practitioner,NC,F,5,19.0,72,112.0,100,1.4312,14090.0,5905.33,2017,0
1851436042,Chiropractic,IL,F,1,82.0,73,43.0,11,0.5215,2365.0,602.92,2016,0
1083973150,Internal Medicine,FL,M,21,420.0,78,2518.0,942,2.4023,780526.0,234971.79,2017,0
1508804436,Physical Medicine and Rehabilitation,ME,M,40,351.0,65,2051.0,796,1.5453,524318.0,109532.85,2018,0
1215972138,General Surgery,NV,M,19,35.0,66,86.0,56,1.0912,91575.0,17071.7,2017,0
1659604882,Licensed Clinical Social Worker,OK,F,4,15.0,61,533.0,70,1.5906,141148.0,37217.4,2017,0
1013396001,Internal Medicine,MA,F,11,46.0,78,256.0,130,2.1112,59909.0,23496.87,2018,0
1720091259,"Psychologist, Clinical",VA,F,7,14.0,57,272.0,35,1.5238,30560.0,18209.15,2019,0
1023400603,Physical Therapist in Private Practice,SC,M,13,54.0,74,4017.0,159,1.1308,218212.0,82207.33,2019,0
1710075411,Gastroenterology,CA,M,53,339.0,74,2132.0,790,1.3849,1044066.0,205245.26,2017,0
1841270295,Ophthalmology,AZ,M,15,18.0,74,102.0,37,1.2695,77422.44,18381.7,2017,0
1720016397,Internal Medicine,CA,M,32,149.0,55,2644.0,297,1.4972,347340.0,174805.36,2019,0
1114979036,Diagnostic Radiology,IL,M,175,962.0,74,5543.0,2693,1.5422,878043.0,164775.01,2017,0
1811928625,Emergency Medicine,WA,F,33,302.0,72,827.0,727,2.5901,665514.0,97308.14,2017,0
1306365507,Nurse Practitioner,MD,M,22,81.0,73,608.0,257,0.769,30550.0,18867.62,2019,0
1477663359,Physical Therapist in Private Practice,NY,F,9,18.0,67,1349.0,53,1.1591,45191.0,24981.3,2018,0
1275872384,Physician Assistant,OK,M,16,52.0,72,156.0,122,1.6816,32958.0,9468.35,2017,0
1104030865,Internal Medicine,TX,M,56,324.0,71,3682.0,545,4.5431,724367.1,272465.06,2018,0
1639115454,Podiatry,CA,M,55,200.0,71,1771.0,397,2.4365,615515.0,110158.84,2019,0
1073559274,Optometry,KS,M,7,82.0,74,29.0,23,0.6999,3395.0,1752.45,2018,0
1346608601,Nurse Practitioner,OH,F,13,82.0,72,71.0,43,0.9703,4858.91,2238.4,2018,0
1528166733,Obstetrics & Gynecology,MI,M,24,0.0,31,92.0,18,1.415,14689.0,6851.32,2017,0
1831195049,Cardiovascular Disease (Cardiology),NC,M,51,1028.0,73,5107.0,2095,1.9589,1257806.5,270847.11,2016,0
1457797029,Emergency Medicine,TX,M,25,130.0,71,464.0,279,2.8596,456049.0,35839.16,2019,0
1144746777,Orthopedic Surgery,AZ,M,43,24.0,72,102.0,50,2.1185,103754.0,30344.27,2018,0
1447795398,Nurse Practitioner,NJ,F,9,38.0,80,336.0,112,3.4891,30472.2,16448.24,2017,0
1235511361,Internal Medicine,TX,F,6,56.0,70,229.0,173,1.5103,33800.0,10088.2,2018,0
1629320551,Physician Assistant,MD,F,6,116.0,74,322.0,278,2.1179,439638.46,35126.05,2019,0
1467715557,Podiatry,CO,M,41,135.0,74,1325.0,297,1.3728,161940.0,54156.28,2017,0
1558544536,General Surgery,SD,M,31,15.0,78,141.0,42,1.5428,70033.0,13444.59,2016,0
1538525530,Chiropractic,NJ,M,2,82.0,74,166.0,17,1.075,21164.78,5559.61,2019,0
1063873867,Nurse Practitioner,MO,F,23,25.0,60,239.0,97,1.5325,18744.0,5927.57,2018,0
1225435902,Nurse Practitioner,NY,F,15,256.0,74,749.0,532,1.7931,144870.55,44239.72,2018,0
1619126729,Nurse Practitioner,WI,F,13,12.0,80,103.0,40,1.4025,39250.31,9871.94,2016,0
1679599773,Pathology,CO,M,13,41.0,69,154.0,68,1.2596,24910.84,3586.4,2016,0
1629185830,General Practice,PR,M,5,82.0,72,144.0,16,1.1284,11905.42,9333.05,2017,0
1164509428,Licensed Clinical Social Worker,NY,F,4,82.0,70,240.0,21,0.9845,47750.0,19208.14,2017,0
1669437943,Otolaryngology,PA,M,73,117.0,71,526.0,247,1.4113,365104.1,76918.55,2018,0
1831385376,Nurse Practitioner,TN,F,24,75.0,70,20916.0,176,0.8737,75748.6,25340.19,2019,0
1831410224,Anesthesiology,TX,M,50,62.0,71,229.0,160,1.4247,202408.0,17435.93,2019,0
1093068454,Internal Medicine,CA,M,17,193.0,78,1108.0,471,2.0433,258402.96,94715.77,2017,0
1427068865,Obstetrics & Gynecology,CA,M,19,0.0,69,53.0,23,1.1074,13118.0,3498.85,2016,0
1124309372,Physician Assistant,MN,F,13,67.0,71,12290.0,125,4.2124,122144.0,50208.36,2017,0
1497826069,Chiropractic,NY,M,1,29.0,73,1152.0,52,0.736,46080.0,22258.18,2016,0
1013922673,Chiropractic,IL,M,2,24.0,74,922.0,48,1.0398,56779.25,24405.25,2018,0
1659310480,Emergency Medicine,OH,M,39,69.0,70,358.0,225,1.1175,47847.0,18040.55,2018,0
1639121411,Certified Registered Nurse Anesthetist (CRNA),TX,M,22,28.0,72,56.0,54,1.7886,147490.5,8612.14,2019,0
1982792867,Optometry,MN,M,17,37.0,72,894.0,83,0.9249,29358.0,11485.76,2019,0
1639515448,Audiologist,OR,F,4,22.0,74,81.0,50,1.0028,6977.0,1831.26,2016,0
1073581401,Emergency Medicine,CT,M,8,30.0,70,102.0,82,1.1266,11315.0,5787.66,2019,0
1326367954,Nurse Practitioner,OK,F,36,35.0,70,629.0,125,1.3978,40485.84,13482.9,2016,0
1336298199,Endocrinology,TX,M,23,202.0,72,9721.0,549,1.6497,252050.0,110473.44,2016,0
1205844701,"Psychologist, Clinical",NY,M,5,23.0,63,2073.0,47,2.3975,173948.89,118940.59,2017,0
1730547738,Nurse Practitioner,IN,F,12,18.0,68,66.0,45,1.7274,7891.0,2996.29,2017,0
1780750562,Physician Assistant,NC,F,27,124.0,81,1336.0,423,1.8591,198642.0,73444.39,2016,0
1538388285,Physician Assistant,CO,F,34,47.0,68,616.0,148,1.0175,39653.52,12965.12,2016,0
1649479239,Psychiatry,NY,F,15,77.0,60,725.0,209,1.5142,81897.25,45180.72,2018,0
1336285790,Interventional Pain Management,LA,M,50,157.0,65,1592.0,383,1.8392,335545.52,93552.69,2016,0
1235231937,"Psychologist, Clinical",WA,M,2,82.0,70,154.0,14,1.3371,15400.0,10550.24,2019,0
1215270293,Physical Therapist in Private Practice,NJ,F,9,12.0,74,337.0,41,1.1038,21162.0,7180.72,2017,0
1285900019,Internal Medicine,RI,F,7,37.0,75,160.0,79,2.2662,27899.0,14877.61,2018,0
1477840957,Internal Medicine,KY,M,28,116.0,62,926.0,249,3.4188,226554.0,58361.04,2017,0
1225094568,Internal Medicine,OH,M,25,93.0,75,293.0,171,1.0058,35117.0,11728.19,2019,0
1649356213,Chiropractic,MN,M,2,13.0,66,160.0,29,0.723,8264.0,4704.16,2017,0
1366523193,Optometry,CA,M,11,44.0,77,142.0,130,0.8749,17735.0,10868.63,2017,0
1942859426,Certified Registered Nurse Anesthetist (CRNA),OH,F,14,82.0,69,23.0,22,2.8855,28795.0,4238.41,2019,0
1841514858,Podiatry,FL,F,22,93.0,73,926.0,214,1.344,88688.83,48855.04,2016,0
1578750915,Certified Clinical Nurse Specialist,DE,F,8,82.0,55,275.0,53,1.3716,38792.0,13275.76,2018,0
1396920575,Nurse Practitioner,FL,F,13,33.0,73,269.0,130,1.6388,18989.99,11238.06,2017,0
1952613317,Physician Assistant,CO,F,31,23.0,69,332.0,58,1.0533,23977.9,4969.44,2018,0
1063725380,Neurology,MO,M,42,358.0,69,2193.0,804,1.4466,618260.04,170940.53,2016,0
1871736249,Physical Medicine and Rehabilitation,OH,F,70,52.0,70,1678.0,131,1.3424,328452.0,78224.35,2019,0
1356536890,Emergency Medicine,NY,M,18,210.0,71,697.0,469,2.4218,80768.0,37264.31,2016,0
1174520696,Urology,NY,M,103,581.0,73,7954.0,943,1.3621,612688.0,202507.73,2017,0
1295923233,Physical Therapist in Private Practice,CA,M,10,104.0,73,6968.0,248,0.8077,364671.0,159419.26,2017,0
1477888568,Optometry,OR,F,8,14.0,72,48.0,44,0.6754,8085.0,2788.7,2016,0
1073872826,Anesthesiology,CA,M,86,93.0,71,567.0,225,1.9622,547530.0,84697.8,2019,0
1760426696,Family Practice,FL,F,20,32.0,71,3400.0,125,1.0293,157309.5,66274.12,2018,0
1316153737,Cardiovascular Disease (Cardiology),VA,F,53,673.0,73,3204.0,1512,1.8582,424698.0,145057.1,2016,0
1649439514,Pediatric Medicine,CA,M,11,63.0,68,324.0,131,2.5973,232650.0,27128.51,2017,0
1487881934,Hand Surgery,SC,M,110,144.0,71,3097.0,398,1.3006,689780.9,133091.04,2018,0
1558885038,Physical Therapist in Private Practice,MI,F,10,12.0,73,628.0,31,0.9013,48357.0,13141.62,2017,0
1811153406,Family Practice,IL,M,13,62.0,70,587.0,148,1.4286,76950.0,31749.51,2018,0
1700804580,Obstetrics & Gynecology,TX,F,21,0.0,65,136.0,60,0.8548,47270.0,13467.4,2016,0
1417173659,General Surgery,NJ,F,41,60.0,71,246.0,123,2.0018,93847.0,30790.13,2018,0
1548660798,Nurse Practitioner,IA,F,24,173.0,76,818.0,318,1.7113,74210.0,24554.98,2017,0
1558520007,Podiatry,DE,M,34,274.0,78,2306.0,684,1.7317,212708.98,114795.25,2019,0
1619059342,Family Practice,TX,M,40,99.0,73,1785.0,191,1.0017,226482.01,84350.68,2018,0
1508897810,General Surgery,TX,F,27,45.0,64,451.0,208,1.4619,576575.0,80782.39,2018,0
1851356877,Physician Assistant,SC,F,30,90.0,62,344.0,211,1.1631,164803.0,13107.43,2016,0
1871582767,Nurse Practitioner,MD,F,5,0.0,66,105.0,77,0.8978,7216.0,2796.76,2017,0
1609956093,Physical Medicine and Rehabilitation,NH,M,33,114.0,72,1868.5,348,1.0354,452270.0,118573.34,2016,0
1871686097,Physical Medicine and Rehabilitation,NY,M,17,16.0,70,1827.0,42,1.3674,357707.64,38686.05,2016,0
1295066819,Occupational Therapist in Private Practice,MN,F,6,82.0,62,241.0,27,1.0379,23802.0,5843.7,2016,0
1467653055,Gastroenterology,NJ,F,41,167.0,71,3367.0,483,1.3904,1168727.0,173116.37,2018,0
1710957253,Family Practice,MO,M,87,190.0,72,7068.0,390,0.9012,300320.0,141403.59,2018,0
1063486116,Internal Medicine,NY,M,16,114.0,75,2904.0,251,0.839,548041.0,170234.81,2017,0
1215971783,Emergency Medicine,NJ,M,16,126.0,62,424.0,263,1.9159,517399.0,38888.5,2017,0
1184906935,Chiropractic,KY,F,2,35.0,68,469.0,84,1.151,25984.0,11564.54,2016,0
1891960084,Diagnostic Radiology,CA,M,241,1122.0,73,4638.0,2665,2.3232,1101759.0,143347.36,2016,0
1477733038,Nurse Practitioner,TX,F,17,64.0,72,418.0,122,2.6099,84224.0,14678.14,2019,0
1871576892,Infectious Disease,FL,F,23,158.0,77,859.0,410,1.0773,105282.34,58464.07,2019,0
1922233261,Family Practice,MN,M,15,18.0,75,83.0,34,1.9759,25558.0,6209.44,2016,0
1306982491,Internal Medicine,FL,M,16,226.0,69,502.0,463,2.547,98272.0,49797.2,2019,0
1275510562,Licensed Clinical Social Worker,IN,F,5,12.0,66,325.0,44,1.8068,31295.25,15396.74,2019,0
1457739831,Optometry,AR,F,17,87.0,74,473.0,207,1.3441,48587.0,23032.54,2018,0
1871791392,Family Practice,FL,M,14,63.0,72,417.0,136,1.5331,95500.82,25673.17,2018,0
1124285499,Psychiatry,SD,M,14,166.0,61,1042.0,377,1.8453,128820.32,91832.91,2017,0
1417142159,Family Practice,TN,M,19,203.0,72,1201.0,441,2.7471,333233.0,85825.58,2018,0
1790767713,Family Practice,NE,F,39,131.0,79,1228.0,290,2.5175,301440.91,90793.09,2017,0
1053325639,Psychiatry,NY,M,6,14.0,67,82.0,36,1.419,26619.0,8099.43,2019,0
1336587062,Orthopedic Surgery,NY,M,7,24.0,72,58.0,54,0.5613,80673.9,9796.19,2018,0
1043280274,Diagnostic Radiology,TN,M,78,598.0,73,1888.0,1407,1.7397,535341.0,77606.94,2016,0
1528142734,Geriatric Medicine,HI,M,29,300.0,83,2228.0,667,1.4554,497762.7,148648.55,2018,0
1922078005,Orthopedic Surgery,VA,M,68,220.0,75,1649.0,603,1.1482,422215.0,144430.36,2017,0
1205837515,Family Practice,NY,F,72,98.0,69,1798.0,214,1.0168,140751.0,48281.97,2018,0
1316395759,Certified Registered Nurse Anesthetist (CRNA),NC,M,39,48.0,72,98.0,95,2.0797,173268.0,19481.16,2019,0
1619233426,Emergency Medicine,CA,M,12,27.0,66,68.0,58,3.0025,30573.0,5905.61,2016,0
1588865406,General Surgery,MI,F,45,91.0,72,751.0,242,2.7342,166815.0,71924.6,2016,0
1194701078,Anesthesiology,ZZ,M,70,147.0,70,313.0,268,3.6363,335051.56,41808.19,2018,0
1215039136,Ophthalmology,WI,M,57,361.0,74,3939.0,897,1.0563,3127865.0,424070.49,2016,0
1952427379,Chiropractic,CO,M,2,12.0,69,354.0,32,0.7697,19390.0,9466.2,2016,0
1205927605,Neurology,TX,M,11,58.0,73,254.0,133,1.5643,38255.0,15626.1,2017,0
1548407562,Obstetrics & Gynecology,NY,F,22,0.0,67,115.0,79,0.7074,15191.8,5724.34,2019,0
1144771288,Nurse Practitioner,TX,M,11,510.0,75,1218.0,993,1.8003,208650.0,42253.38,2017,0
1679756613,Obstetrics & Gynecology,MD,F,29,0.0,64,324.0,136,1.2895,50672.0,19537.22,2018,0
1841254521,Medical Oncology,KS,M,157,266.0,74,183920.0,661,1.9617,10184102.7,2614849.73,2018,0
1053369496,General Surgery,WI,M,84,114.0,73,528.0,226,1.4746,673081.0,83807.8,2016,0
1124042478,Physician Assistant,FL,M,10,249.0,77,664.0,577,2.5309,77910.0,36211.87,2017,0
1386820983,Physical Therapist in Private Practice,NY,M,12,35.0,72,3508.0,100,1.3654,124245.18,80197.67,2017,0
1265488191,Obstetrics & Gynecology,SC,F,31,0.0,69,306.0,155,0.7658,81106.09,16189.67,2018,0
1295974681,Physical Therapist in Private Practice,AL,F,11,25.0,71,1613.0,56,1.5175,60534.19,32741.7,2018,0
1770731689,General Surgery,MS,F,54,134.0,68,455.0,237,2.055,201943.0,54676.71,2018,0
1962488643,Nurse Practitioner,TX,F,4,17.0,73,62.0,61,1.7771,83443.12,7509.2,2018,0
1033561808,Hematology-Oncology,WI,M,5,27.0,69,248.0,56,3.0812,121013.0,21619.85,2019,0
1033114160,Radiation Oncology,WA,F,53,87.0,73,6963.0,186,1.6934,4682260.4,1197405.0,2017,0
1427307719,Chiropractic,MN,M,1,28.0,70,837.0,75,0.6507,41805.0,22068.09,2017,0
1386094670,"Psychologist, Clinical",IL,F,5,33.0,77,761.0,70,1.126,97071.0,33633.65,2019,0
1073789061,Ophthalmology,FL,F,47,251.0,75,2722.0,564,1.5059,1292004.3,363056.98,2017,0
1932383320,Family Practice,PA,F,15,12.0,73,44.0,26,1.0375,4378.0,2050.84,2016,0
1194375998,Physical Therapist in Private Practice,MA,F,8,82.0,65,223.0,13,0.9216,12800.0,5696.09,2019,0
1871599563,Anesthesiology,NJ,M,22,32.0,69,81.0,76,1.7665,156088.0,9943.65,2018,0
1811931215,Neurology,SC,M,5,82.0,67,22.0,22,1.394,5192.0,1985.1,2018,0
1053793273,Hospitalist,NY,F,18,92.0,73,548.0,203,2.8368,204640.0,43916.0,2019,0
1992706857,Family Practice,MT,M,5,47.0,69,193.0,102,1.2767,48762.0,15332.08,2016,0
1427224377,Audiologist,NE,F,5,31.0,73,83.0,75,1.1714,11371.0,1811.62,2017,0
1265682397,Endocrinology,MA,F,15,103.0,67,567.0,349,1.7148,137712.0,36007.71,2017,0
1780909119,Occupational Therapist in Private Practice,WI,F,14,19.0,70,86.0,38,1.2787,17734.0,2379.99,2016,0
1932210721,Obstetrics & Gynecology,AZ,F,21,0.0,70,139.0,66,0.7146,26045.0,8795.53,2018,0
1619330099,Family Practice,OK,F,8,41.0,69,99.0,91,1.254,10156.62,7168.23,2019,0
1700137148,Diagnostic Radiology,FL,M,140,380.0,70,4637.0,1588,1.7982,566931.15,120420.51,2018,0
1952573289,Family Practice,TN,F,42,58.0,72,1167.0,183,1.2812,104573.0,48385.5,2017,0
1578824041,Psychiatry,TX,F,3,19.0,47,51.0,35,1.0345,3335.87,2608.47,2016,0
1427018936,Certified Registered Nurse Anesthetist (CRNA),MA,F,24,27.0,68,49.0,48,1.9173,67228.2,4406.2,2018,0
1023100633,Orthopedic Surgery,IL,M,50,118.0,73,1164.0,231,1.0839,1091047.0,90819.52,2018,0
1639626534,Physician Assistant,AL,F,10,57.0,62,487.0,155,1.7364,34339.0,17053.82,2018,0
1386788115,Anesthesiology,WA,M,60,96.0,72,228.0,191,1.3955,211843.2,35393.27,2017,0
1558417659,Internal Medicine,CO,M,54,164.0,72,2109.0,344,0.9439,289462.0,116409.04,2017,0
1215328182,Speech Language Pathologist,IL,F,10,46.0,73,293.0,103,1.6037,72788.33,18920.29,2019,0
1790766053,Anesthesiology,TX,M,69,118.0,72,273.0,242,2.0073,373406.5,23930.1,2018,0
1801866215,Interventional Pain Management,LA,M,54,85.0,70,5261.0,228,1.3227,747877.0,206456.37,2019,0
1154405199,Chiropractic,NJ,M,3,82.0,70,132.0,18,1.0724,6835.0,4165.95,2017,0
1104819150,Allergy/ Immunology,PA,M,38,155.0,72,5136.0,399,1.3794,264785.0,114293.72,2017,0
1881854636,Internal Medicine,PA,M,17,164.0,70,847.0,270,2.6686,188142.0,49119.19,2018,0
1063515211,Hematology-Oncology,AZ,M,7,48.0,76,94.0,82,2.1883,13450.62,7786.19,2016,0
1942255427,Internal Medicine,NY,F,81,81.0,74,5277.0,336,0.9935,165985.55,128729.91,2017,0
1518909670,Orthopedic Surgery,VA,M,84,212.0,74,4015.0,586,0.9545,1035910.0,207583.45,2018,0
1659669794,Critical Care (Intensivists),IL,M,9,150.0,75,610.0,316,2.1082,337519.0,102914.9,2017,0
1700105293,Family Practice,MA,F,10,14.0,58,101.0,47,1.3045,5466.0,1152.16,2016,0
1124124755,Orthopedic Surgery,WA,M,71,47.0,71,573.0,113,1.1692,156850.93,46452.12,2017,0
1114905528,Family Practice,RI,F,42,44.0,71,716.0,205,0.9245,111903.42,42496.45,2016,0
1891747408,Emergency Medicine,TX,M,24,211.0,70,736.0,470,2.3075,526391.0,56541.89,2016,0
1043525215,Optometry,GA,F,8,82.0,69,35.0,21,0.6138,3795.0,1836.32,2019,0
1194797159,Nurse Practitioner,ME,M,32,94.0,65,261.0,227,1.6012,63963.5,10486.05,2016,0
1790820306,Optometry,CO,F,13,16.0,71,72.0,44,0.9794,9779.0,4584.47,2018,0
1316180896,Internal Medicine,NY,M,18,261.0,75,1369.0,665,2.6475,392576.0,118632.04,2019,0
1760887517,Nurse Practitioner,MD,F,23,173.0,78,2381.0,497,2.3255,560762.01,195307.26,2016,0
1518172279,Clinical Cardiac Electrophysiology,FL,M,103,704.0,77,4197.0,1249,2.0442,936382.0,360560.98,2017,0
1972842904,Family Practice,CA,M,30,52.0,71,555.0,120,1.0458,15101.37,5203.75,2017,0
1871928135,Physician Assistant,CA,F,14,48.0,72,501.0,362,1.5508,156187.39,34083.51,2018,0
1497040315,Neurology,MA,F,20,101.0,76,499.0,261,1.4367,187594.0,46748.14,2018,0
1437121258,Chiropractic,IL,M,2,119.0,72,3058.0,245,0.8261,179260.0,82369.83,2017,0
1629041082,Family Practice,CA,M,12,28.0,69,1311.0,94,1.0016,248422.0,78154.15,2019,0
1295964823,Family Practice,NC,F,9,31.0,65,349.0,142,1.5658,3865.0,1724.93,2017,0
1366540361,Nephrology,MA,F,13,134.0,75,1188.0,578,0.9652,211329.0,44714.77,2017,0
1265737175,Nurse Practitioner,CA,F,8,82.0,67,17.0,14,1.5797,7187.5,749.61,2018,0
1619939634,Family Practice,TX,M,26,169.0,71,1155.0,376,0.9297,223526.24,62357.4,2017,0
1922248137,Neurology,CA,F,19,130.0,77,2084.0,340,1.5455,317395.0,90106.84,2017,0
1760808711,Family Practice,PA,M,24,262.0,77,1347.0,604,1.985,261587.0,101978.15,2018,0
1437244571,General Practice,FL,M,46,96.0,73,843.0,192,1.1533,88819.41,46277.13,2017,0
1902277080,Nurse Practitioner,PA,F,10,54.0,79,679.0,150,2.4467,66915.0,30715.16,2016,0
1871537209,Diagnostic Radiology,FL,M,116,1101.0,75,6805.0,3170,2.332,1439509.0,136589.32,2016,0
1902868698,Optometry,NJ,M,13,68.0,73,249.0,142,0.8717,26848.0,14936.38,2019,0
1235675620,Certified Registered Nurse Anesthetist (CRNA),IL,F,56,89.0,72,216.0,204,1.5184,412498.14,24177.84,2017,0
1770884462,Nurse Practitioner,RI,F,16,45.0,85,459.0,127,2.0055,66774.54,30595.58,2019,0
1740217603,Dermatology,ID,M,87,760.0,76,8034.0,1409,1.0167,1125132.0,307891.37,2016,0
1598740060,Emergency Medicine,PA,M,21,243.0,71,567.0,523,1.9847,724069.17,65760.28,2019,0
1588999536,"Psychologist, Clinical",FL,M,9,495.0,80,3362.0,1197,2.77,487521.06,250301.24,2019,0
1801859723,Neurosurgery,TX,M,44,135.0,72,533.0,271,1.2235,676053.0,166468.44,2017,0
1144563552,Internal Medicine,CT,F,17,44.0,75,149.0,115,2.3978,46883.9,15445.16,2016,0
1861553448,Chiropractic,TX,M,1,82.0,75,253.0,25,1.1376,15180.0,6912.19,2016,0
1821430463,Chiropractic,DE,M,2,70.0,73,761.0,156,0.9141,42070.0,22208.45,2017,0
1144350588,Emergency Medicine,SC,M,20,204.0,74,533.0,450,1.669,671402.0,53024.36,2018,0
